"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0008202","steroid metabolic process",341,-0.407338390648758,-1.85458168208088,8.06606228697687e-10,4.63431942306307e-07,4.19898362116308e-07,3418,"tags=23%, list=10%, signal=21%","TIPARP/SDR42E2/APOBR/DHCR24/DKK3/ABCA2/NR5A2/FGF19/AKR1D1/ABCD3/DHH/WNT4/ERLIN2/TM7SF2/ABCB11/EGR1/HSD17B4/AQP8/RDH16/EPHX2/CYB5R1/PRKAA2/HSD17B8/OSBPL6/CYP17A1/RORC/MIR27B/PBX1/LIMA1/ABCG1/DISP3/HSD3B1/IL4/APOA1/CYP2C8/SULT1A1/LIPE/FAXDC2/SREBF1/PCK1/SULT2B1/CYP1A1/CES1/ASAH1/APOA5/SERPINA12/ATP8B1/PRLR/SULT1A2/LEP/MIR342/SULT1C3/NPC1L1/FMO5/LRP2/CYP2B6/SEC14L2/CYP21A2/SLC22A24/ACOX2/CGA/CACNA1H/SLC27A2/AFP/UGT2B17/UGT2B28/APOF/UGT2B4/AGTR1/DHRS2/MALRD1/UGT2B15/ESR1/UGT2B11/HMGCS2/CYP2A6/SERPINA6"
"GO:0009913","epidermal cell differentiation",254,0.531406021556306,1.83444809544071,1.4256767248745e-09,7.50856408433905e-07,6.80322928361166e-07,5863,"tags=37%, list=17%, signal=31%","KRT16/KRT79/KRT83/SPRR1B/KRT6C/KRT78/PAX6/KRT6A/SCEL/KRT81/KLK5/KRT6B/SPRR2G/IVL/CASP14/FOXC1/KRT77/KRT85/LCE3D/SPRR4/PKP1/CDKN2A/CERS3/SPRR2D/LIPK/SPINK5/SPRR2E/FOXI3/KRT5/KRT4/KRT82/KRT86/SPRR2F/KRT3/LCE2A/KRT14/LCE1A/CDH3/KRT17/TGM1/LCE1F/KRT75/KRT84/USH1C/TMEM132E/LCE3E/KRT72/TMC1/IL17A/KRT74/LCE1B/OVOL3/LCE3A/SLC39A2/S100A7/SPRR1A/ATOH1/LORICRIN/LIPM/SFN/ZBED2/EZH2/CYP26B1/GATA6/LCE5A/ETV4/NOTCH1/KRT76/MYCN/ANXA1/BCL11B/HRNR/SPRR3/HEY2/CSTA/ST14/PTCH1/GRHL1/HDAC2/LIPN/EPHA2/KRT7/MACROH2A2/PITX2/CD109/OPN3/DSG4/GRXCR1/FLG/KRT2/SPRR5/LHFPL5/SPRR2B"
"GO:0001578","microtubule bundle formation",138,-0.540781276233685,-2.20518350021472,2.92889231282988e-09,1.42389226285268e-06,1.29013556127891e-06,4263,"tags=44%, list=12%, signal=39%","CCDC88C/CFAP157/DNAJB13/CPLANE2/CFAP206/CCDC39/ZMYND12/ODAD2/DNAI2/DRC2/PIERCE2/DNAAF4/STK36/NUMA1/JHY/GAS2L2/DNAI4/TPPP3/TPPP/TOGARAM1/ODAD1/TTLL6/CFAP44/LRGUK/TTC12/ODAD4/DNAL1/HOATZ/DNAI3/PLA2G3/DRC1/RSPH4A/CCDC40/CFAP65/TEKT2/NEURL1/SPEF2/ODAD3/CFAP91/BBOF1/DNAAF11/DNAAF8/DNAH7/CFAP43/DNAI1/FOXJ1/CFAP69/PIERCE1/DNAAF6/SPAG17/RSPH1/DNAH5/LRRC46/DNAAF3/RP1/DNAAF1/CFAP57/CFAP46/SPEF1/ZMYND10/SPAG6"
"GO:0045109","intermediate filament organization",75,0.685093673891491,2.10077094893744,4.60037508293038e-09,2.07674075172286e-06,1.88165717677754e-06,1435,"tags=37%, list=4%, signal=36%","KRT16/KRT79/KRT83/KRT6C/INA/KRT34/KRT78/KRT6A/KRT81/KRT6B/KRT9/KRT77/KRT85/KRT38/PKP1/KRT33B/KRT5/KRT4/KRT82/KRT86/KRT3/KRT14/KRT17/KRT75/KRT84/KRT72/KRT23/KRT74"
"GO:0099111","microtubule-based transport",231,-0.448987304762768,-1.91579535377723,1.4279821385717e-08,5.87902516115718e-06,5.32676496946953e-06,5523,"tags=38%, list=16%, signal=32%","DYNC1I2/KIF13A/BORCS6/BICDL2/DYNC2I1/ARMCX3/MGARP/RABL2B/RHOT2/IFT22/BAG3/IFT122/DYNC2LI1/KIF3B/KIFBP/RPGR/PURA/ADCY10/CFAP54/TRAF3IP1/IFT43/INTU/CCDC88C/MAK/AP3S2/TRAK1/FUZ/MAP1A/CCDC39/AGBL4/LCA5/TRAK2/IFT70B/HSPB1/ATG16L1/PCM1/BICDL1/KIF3A/TTC21A/KATNIP/ARL3/DNAAF4/STK36/SPG11/JHY/IFT88/IFT70A/WDR19/IFT46/FYCO1/DYNC2H1/LCA5L/CLN3/CFAP221/SPA17/ODAD4/MREG/BORCS7/IFT140/CFAP53/TRIM58/DRC1/NHERF1/RSPH4A/KIF16B/CCDC40/SPEF2/GJA1/ODAD3/DNAH9/CFAP45/RAB17/DNAAF11/CFAP43/DNAI1/RAB27B/NME5/SPAG17/SYBU/KIF5C/DNAH5/DNAAF3/DNAAF1/ROPN1L/MAPT/SPAG6/NEK10"
"GO:0051321","meiotic cell cycle",298,0.495865889418688,1.73295161773622,1.48836080029296e-08,5.87902516115718e-06,5.32676496946953e-06,6613,"tags=35%, list=19%, signal=28%","ZFP42/HORMAD1/TEX15/DMRT1/STRA8/MAEL/RBM46/ASZ1/CCNE1/SMC1B/FAM9C/FAM9A/OOEP/PSMA8/ANKLE1/DAZL/TDRD12/CCNA1/DNMT3L/CDC20/PRDM9/NPM2/TTK/NDC80/CDC25A/MEIOB/SKA1/HORMAD2/EXO1/PLK1/RAD54L/MND1/CCNB2/FANCA/TRIP13/ASPM/RAD51AP1/HFM1/SGO1/SKA3/NUF2/PIWIL3/PTTG1/TDRD1/NANOS2/MYBL1/NCAPH/GPR3/BRME1/KIF18A/SHCBP1L/BOLL/NCAPD2/SYCE1L/AURKA/CYP26B1/CDC25B/XRCC2/PIWIL4/MEIOC/STAG3/KASH5/RAD51/EXD1/CKS2/SPATA22/FBXO5/LIF/KNL1/ESPL1/NEK2/MASTL/INCENP/RAD54B/TOP2A/BRCA2/DDX4/CCNE2/H1-8/MEIOSIN/REDIC1/CDC25C/SMC4/RAD51B/SGO2/PKMYT1/KLHDC3/FKBP6/EDN1/BRIP1/SPDYA/MAJIN/NPPC/H2AX/TEX12/DCAF13/FBXO43/CCNB3/EME1/FANCD2/ZWINT/MSH6/RNF212/CCNB1IP1"
"GO:0051783","regulation of nuclear division",147,0.583617897102097,1.92743724688892,2.23518290401935e-08,8.30962114906018e-06,7.52903715038098e-06,6505,"tags=46%, list=19%, signal=37%","HORMAD1/DMRT1/STRA8/OOEP/PSMA8/IL1A/DAZL/CDCA2/CDC20/PRDM9/NPM2/AURKB/TTK/EPGN/NDC80/CDCA8/TGFA/UBE2C/SKA1/PLK1/BIRC5/BUB1/TRIP13/RAD51AP1/HASPIN/CHEK1/SKA3/NUF2/DLGAP5/NANOS2/MKI67/FGF8/CENPF/TNF/GPR3/AURKA/BUB1B/DRD3/SPC24/MAD2L1/MTBP/PRAP1/SPHK1/FBXO5/BMP7/LIF/KNL1/ESPL1/NEK2/INCENP/CCNB1/BORA/USP44/BTC/MEIOSIN/CDC25C/PKMYT1/EDN3/RCC1/SPC25/EDN1/MAD1L1/GEN1/SPDL1/FBXO43/ZWINT/HOXA13"
"GO:0009914","hormone transport",341,-0.386266545437344,-1.75864312329566,2.44078866308665e-08,8.56988019483756e-06,7.76484814455635e-06,2729,"tags=22%, list=8%, signal=20%","TRPM4/SIRT3/FZD4/MLXIPL/RAB11FIP3/GIP/CRY2/ABCB1/NEUROD1/UCN/NNAT/CPE/CRYM/ADRA2C/C1QTNF3/FAM3B/PLA2G3/SREBF1/FFAR1/ADIPOQ/SNAP25/ADRA2A/IRS1/RAB11FIP1/RAB44/FGA/GPER1/RAPGEF3/GJA1/NKX3-1/ABCA12/CCKAR/F2RL2/LEP/RPH3AL/ITPR1/TRPA1/MYB/GRP/HNF1A/TBX3/SLC18A2/SMPD3/MYRIP/FFAR2/SYTL4/G6PC2/SYBU/CPLX1/GIPR/GDF9/KISS1R/ADCY5/SSTR5/TAC1/TFAP2B/KCNK16/SLC7A8/KCNJ11/RFX6/PTPRN2/BAIAP3/CGA/FGB/WNK4/ABAT/GATA3/AGTR1/ABCC8/CHGA/GHRH/SLC30A8/TRH/CARTPT"
"GO:0140014","mitotic nuclear division",280,0.499948135489875,1.73838246191279,4.62747141773674e-08,1.53924312421559e-05,1.39465066551179e-05,6505,"tags=34%, list=19%, signal=28%","DMRT1/IL1A/CDCA2/CDC20/NPM2/MYBL2/AURKB/TTK/KIF2C/EPGN/NDC80/CDCA8/TGFA/ANLN/UBE2C/SKA1/PLK1/BIRC5/TPX2/KIF18B/KIF14/BUB1/TRIP13/HASPIN/CHEK1/KIFC1/NFIB/SKA3/NUF2/DLGAP5/NCAPG/CDT1/MKI67/FGF8/CENPF/NCAPH/TNF/KIF15/KIF18A/KIF4A/NCAPD2/CENPE/AURKA/KIF23/CENPI/BUB1B/DRD3/SPC24/PSRC1/CDK1/MAD2L1/UBE2S/MTBP/PRAP1/SPHK1/FBXO5/KIF11/BMP7/KNL1/ESPL1/NEK2/SPAG5/CHEK2/INCENP/CCNB1/NCAPG2/PRC1/BORA/KIF25/USP44/RANBP1/CHMP4C/BTC/KNSTRN/CDC25C/SMC4/EML4/PRICKLE1/PKMYT1/EDN3/RCC1/UHRF1/SPC25/CDC14C/EDN1/MAD1L1/GEN1/SPDL1/CCSAP/FBXO43/RACGAP1/TENT4A/SEH1L/ZWINT/HOXA13"
"GO:0045104","intermediate filament cytoskeleton organization",96,0.629366933162421,1.99234499391349,5.51833207875161e-08,1.74379293688551e-05,1.57998560570572e-05,1435,"tags=29%, list=4%, signal=28%","KRT16/KRT79/KRT83/KRT6C/INA/KRT34/KRT78/KRT6A/KRT81/KRT6B/KRT9/KRT77/KRT85/KRT38/PKP1/KRT33B/KRT5/KRT4/KRT82/KRT86/KRT3/KRT14/KRT17/KRT75/KRT84/KRT72/KRT23/KRT74"
"GO:0060294","cilium movement involved in cell motility",221,-0.434813060597358,-1.86099963016594,7.73171430312837e-08,2.27561046798206e-05,2.0618455939078e-05,3042,"tags=33%, list=9%, signal=30%","PIERCE2/TTC21A/CFAP119/KIAA0319L/SLC9C1/GAS2L2/EFHC1/LZTFL1/CFAP52/TEKT5/TTLL6/DYNC2H1/SPAG8/DNAH6/CFAP144/CFAP44/CFAP221/TTC12/BBS4/CCR6/CCDC159/CFAP276/CELF3/SORD/HOATZ/CFAP53/DNAI3/PLA2G3/TACR3/TLE6/PGK2/TEKT4/ARMC3/DRC1/RIBC1/RSPH4A/CCDC40/CFAP65/TEKT2/NEURL1/SPEF2/EFCAB6/ODAD3/CFAP210/CFAP141/DNAH9/CFAP45/BBOF1/DNAAF11/TMEM232/DNAH7/CFAP43/DNAI1/CFAP69/TTLL9/PIERCE1/DNAAF6/IQUB/CFAP107/CFAP90/DNAH5/TAC1/LRRC46/TEKT1/CFAP57/CFAP77/CFAP61/ROPN1L/CFAP46/DNALI1/SPAG6/ATP1A4"
